,campaña
5720,732187355
5721,732187328
5722,1725306945
5723,1042446156
5724,732187328
5725,732187328
5726,1648648995
5727,732187328
5728,1648648995
5729,1648648995
5730,1648648995
5731,1648648995
5732,732187328
5733,1648648995
5734,732187328
5735,1648648995
5736,732187328
5737,732401028
5738,732401028
5739,732187349
5740,1648648995
5741,1648648995
5742,1648648995
5743,1648648995
5744,732187328
5745,732187328
5746,1690173969
5747,732187328
5748,732187328
5749,732187328
5750,732187328
5751,1648648995
5752,732187328
5753,732187328
5754,1648648995
5755,732187328
5756,732187328
5757,1648648995
5758,1648648995
5759,732187328
5760,12758678095
5761,732187328
5762,1646697023
5763,732187328
5764,1042446156
5765,732187355
5766,732187328
5767,732187328
5768,1646697566
5769,1648648995
5770,1648648995
5771,13352855434
5772,732187328
5773,732187355
5774,1042446156
5775,732401028
5776,732187328
5777,1648648995
5778,1648140392
5779,1648648995
5780,732187328
5781,732187349
5782,732187328
5783,1648648995
5784,732401028
5785,732187328
5786,13352855428
5787,732187328
5788,732187328
5789,732187328
5790,732187355
5791,732187328
5792,1648648995
5793,732187328
5794,732187328
5795,1646697023
5796,1691163013
5797,1691163013
5798,732187328
5799,732187328
5800,732187328
5801,732187328
5802,1648648995
5803,1648648995
5804,1648648995
5805,1691163013
5806,1439144774
5807,1685819708
5808,732187328
5809,732187328
5810,732187328
5811,732187328
5812,1725352245
5813,1646744098
5814,1648648995
5815,1648648995
5816,1648648995
5817,1685819702
5818,1648648995
5819,1648648995
5820,732187328
5821,1648648995
5822,732187328
5823,1648648995
5824,1648648995
5825,732187349
5826,732187328
5827,732187328
5828,1685819708
5829,732187328
5830,1648648995
5831,732187328
5832,732187328
5833,11378120115
5834,732187328
5835,732187328
5836,1648648995
5837,732187328
5838,1042446156
5839,732187328
5840,1648648995
5841,732187328
5842,13352768128
5843,1648648995
5844,1648648995
5845,1439144774
5846,732187328
5847,1648648995
5848,732187328
5849,732187355
5850,732187328
5851,732187355
5852,732187355
5853,1648140227
5854,732187328
5855,1648140227
5856,732187328
5857,1648648995
5858,732187349
5859,283492960
5860,1648648995
5861,732401028
5862,12758678095
5863,1704861252
5864,1042446156
5865,1648648995
5866,732187355
5867,1648648995
5868,732187328
5869,732187328
5870,732187355
5871,732187355
5872,732187328
5873,732187328
5874,732187328
5875,1648648995
5876,732187328
5877,1685819702
5878,11378120115
5879,732187328
5880,732187328
5881,732187328
5882,732187328
5883,1648648995
5884,1648648995
5885,732187328
5886,732187328
5887,732187328
5888,1648648995
5889,732187328
5890,1648648995
5891,732187328
5892,732187328
5893,732187355
5894,1439144636
5895,732187355
5896,1646697023
5897,732187355
5898,732187328
5899,732187328
5900,732187328
5901,1648181434
5902,1648181434
5903,732187328
5904,732187328
5905,732187328
5906,732401028
5907,1646744086
5908,1648648995
5909,732187328
5910,732187328
5911,732187328
5912,1648648995
5913,732187328
5914,1648648995
5915,732187328
5916,13352768128
5917,732187349
5918,732187328
5919,732187349
5920,732187328
5921,1648174978
5922,1648181437
5923,1648648995
5924,1648648995
5925,1042446156
5926,732187328
5927,732401028
5928,732187328
5929,1648648995
5930,1648648995
5931,732187328
5932,1646697566
5933,732187328
5934,1648648995
5935,732187328
5936,1690173969
5937,732187328
5938,1647220776
5939,1646697566
5940,732187355
5941,12119304874
5942,732401028
5943,732401028
5944,1725352245
5945,1648648995
5946,1042446156
5947,1646697023
5948,732187349
5949,732187328
5950,732401028
5951,1783520608
5952,732187328
5953,1646697023
5954,732187328
5955,1439144636
5956,732187328
5957,732187328
5958,1646744098
5959,1725352245
5960,732187328
5961,1648181437
5962,1042446162
5963,1646744098
5964,13352855434
5965,1648648995
5966,732187355
5967,1646697566
5968,732187328
5969,13352855434
5970,732187355
5971,1648648995
5972,732187328
5973,732401169
5974,732187355
5975,732401028
5976,732187328
5977,732187328
5978,1648648995
5979,1646697023
5980,13352855434
5981,1648648995
5982,1648648995
5983,1646697023
5984,1648648995
5985,732187328
5986,1646744098
5987,1648648995
5988,1042446156
5989,1646697023
5990,1648648995
5991,732187328
5992,732187328
5993,1725352245
5994,1648648995
5995,12758678095
5996,732187355
5997,1648648995
5998,1685819708
5999,13352768128
6000,1648648995
6001,732187328
6002,732187349
6003,732187328
6004,13352855428
6005,13352768134
6006,732187328
6007,732187328
6008,732187328
6009,1648648995
6010,1648648995
6011,732187328
6012,732187328
6013,1685819696
6014,732187328
6015,1646697023
6016,1725352245
6017,1648648995
6018,732187328
6019,13352855428
6020,732187328
6021,13352855434
6022,732187328
6023,1646697023
6024,1648648995
6025,732187328
6026,13352855428
6027,732187328
6028,13352855428
6029,1647220698
6030,732187328
6031,1648648995
6032,1783520608
6033,1042446156
6034,732187328
6035,1648648995
6036,732187328
6037,732187328
6038,732187355
6039,732401028
6040,1042446156
6041,1646697023
6042,732187328
6043,1648648995
6044,732401028
6045,732187328
6046,1648648995
6047,1648648995
6048,1648648995
6049,1648648995
6050,1648181437
6051,732187328
6052,1648648995
6053,1685819708
6054,1703727077
6055,732401028
6056,1648648995
6057,732187355
6058,1648648995
6059,732187328
6060,1685819708
6061,1724638222
6062,732187328
6063,1648648995
6064,732187328
6065,732187355
6066,732187328
6067,13352855434
6068,1648648995
6069,1042446156
6070,1042446156
6071,732187328
6072,732401028
6073,1646744098
6074,732187328
6075,1648648995
6076,732187328
6077,1648648995
6078,1646697023
6079,1439144771
6080,1042446156
6081,1648648995
6082,1648648995
6083,732187328
6084,732187328
6085,1646697023
6086,1648648995
6087,1648140392
6088,732401028
6089,732401028
6090,1648648995
6091,1648649016
6092,1646697566
6093,1783520608
6094,732187355
6095,1646697020
6096,732401028
6097,732187328
6098,1648648995
6099,732187328
6100,1648648995
6101,1691163013
6102,1648181896
6103,1783520608
6104,1646697023
6105,732187328
6106,732187355
6107,1648140644
6108,1648648995
6109,732187328
6110,1648648995
6111,1648648995
6112,1648648995
6113,1648648995
6114,732187328
6115,732187328
6116,1646697023
6117,1439144630
6118,732187328
6119,10584328479
6120,1648648995
6121,1648648995
6122,732187328
6123,732187355
6124,1648648995
6125,1783520608
6126,732187328
6127,732187328
6128,732187328
6129,1647220728
6130,1439144774
6131,732187328
6132,1648648995
6133,13352855428
6134,1648140647
6135,1042446156
6136,732187328
6137,1648650846
6138,732187328
6139,1704160546
6140,1648648995
6141,1648648995
6142,732187328
6143,732187328
6144,732187328
6145,732187355
6146,732187328
6147,732187328
6148,1439144636
6149,1648648995
6150,732187328
6151,732401028
6152,1648648995
6153,1690173969
6154,1648648995
6155,13352855428
6156,1724638222
6157,732187328
6158,732187328
6159,1646744098
6160,1648648995
6161,1648648995
6162,1648648995
6163,732187349
6164,732187328
6165,1725306945
6166,732187328
6167,1648648995
6168,732187328
6169,732187328
6170,1439144639
6171,13352768128
6172,1725306945
6173,1439144774
6174,1783520608
6175,732187328
6176,732187328
6177,1648648995
6178,732187349
6179,12119304874
6180,732187349
6181,1646697023
6182,732187328
6183,10584328479
6184,1646744098
6185,732187328
6186,1042446162
6187,732187355
6188,732187328
6189,1648648995
6190,1648648995
6191,732187355
6192,1439144774
6193,732187328
6194,1648648995
6195,732187328
6196,13352855428
6197,1725352245
6198,732401028
6199,732187328
6200,1646744098
6201,732187328
6202,732187355
6203,1648648995
6204,1648648995
6205,1690173969
6206,732187328
6207,1704160543
6208,732187355
6209,10584328479
6210,1648648995
6211,1439144636
6212,12758678095
6213,1648648995
6214,1648648995
6215,13352855428
6216,1439144636
6217,1648648995
6218,732187328
6219,1685819696
6220,13461666926
6221,1648648995
6222,1648648995
6223,1648648995
6224,13352855428
6225,1648648995
6226,732187328
6227,1042446162
6228,1725352245
6229,1685819702
6230,13352855428
6231,1725352245
6232,1646697023
6233,1648648995
6234,732187328
6235,1439144636
6236,732187349
6237,1783520608
6238,1648648995
6239,732187328
6240,732401169
6241,1648648995
6242,732187328
6243,1691163013
6244,732187328
6245,732187328
6246,1648648995
6247,732187328
6248,732187328
6249,1648648995
6250,1648648995
6251,732401169
6252,1648648995
6253,732187328
6254,732187328
6255,732187328
6256,1648648995
6257,732187355
6258,732401028
6259,12758678107
6260,732187328
6261,1648648995
6262,732187328
6263,1685819696
6264,1648181434
6265,732187328
6266,1439144636
6267,1648648995
6268,1648648995
6269,732187328
6270,732187355
6271,283492987
6272,732187328
6273,1647220776
6274,1691163013
6275,12758678095
6276,1648648995
6277,732187328
6278,1648648995
6279,732187355
6280,13352855428
6281,732187328
6282,1042446156
6283,732187328
6284,732187328
6285,732187328
6286,1646697023
6287,13352768128
6288,1648648995
6289,1646744086
6290,732187328
6291,732187328
6292,732187328
6293,13352855428
6294,1042446156
6295,732401028
6296,732187328
6297,732187328
6298,732401028
6299,732187355
6300,1648648995
6301,732187328
6302,1648648995
6303,1648648995
6304,13352855428
6305,732187328
6306,732187328
6307,1648648995
6308,732187328
6309,13352768128
6310,732187328
6311,1648648995
6312,732187328
6313,732187328
6314,1685819696
6315,1724638222
6316,1648648995
6317,732401169
6318,732187328
6319,732187328
6320,13352768128
6321,732187328
6322,732401028
6323,1648648995
6324,732187328
6325,1648648995
6326,732187328
6327,1648648995
6328,1648648995
6329,1042446156
6330,13352855434
6331,732187328
6332,732187328
6333,1646744098
6334,732187328
6335,1648648995
6336,12119304880
6337,1646697023
6338,732187328
6339,732187328
6340,732401028
6341,13352768128
6342,1647220698
6343,732187328
6344,1646744098
6345,732187328
6346,732187328
6347,732187328
6348,1648140227
6349,732187328
6350,1648648995
6351,732187328
6352,732401028
6353,732401028
6354,732187328
6355,1648648995
6356,1646697023
6357,732187328
6358,1648648995
6359,1648648995
6360,732187328
6361,732187328
6362,1648648995
6363,732187328
6364,1648648995
6365,732187328
6366,1648648995
6367,1648648995
6368,1783520608
6369,1648648995
6370,1648648995
6371,1648648995
6372,1646744098
6373,732187328
6374,732187328
6375,1648648995
6376,732187328
6377,1648648995
6378,732187328
6379,1685819702
6380,1685819702
6381,732187349
6382,732187328
6383,1648648995
6384,732187328
6385,1685819702
6386,1648648995
6387,1648648995
6388,732187328
6389,1648648995
6390,1646697023
6391,1648648995
6392,13352855428
6393,1042446156
6394,1648648995
6395,1439144774
6396,1648648995
6397,732187328
6398,732401028
6399,732187328
6400,10584328479
6401,732187328
6402,1648648995
6403,1685819696
6404,732187349
6405,1648648995
6406,732187328
6407,1486016055
6408,1685819708
6409,732187328
6410,732187328
6411,12758678095
6412,732401028
6413,1054206170
6414,732187328
6415,732187355
6416,1648648995
6417,13352768128
6418,732187355
6419,1648648995
6420,732187355
6421,732187355
6422,732187328
6423,732187328
6424,732187328
6425,732401028
6426,732187328
6427,1648648995
6428,732187328
6429,732187328
6430,1648648995
6431,1648648995
6432,732187328
6433,732187328
6434,732187355
6435,732187328
6436,1648648995
6437,732187328
6438,732187328
6439,732401028
6440,732187328
6441,1648140227
6442,732187328
6443,1648181437
6444,1648648995
6445,1725306945
6446,1648648995
6447,732187328
6448,732187349
6449,732187328
6450,1646697566
6451,732187328
6452,1725306945
6453,732187328
6454,732187328
6455,1704143893
6456,1646697566
6457,732187328
6458,732187328
6459,1648648995
6460,1648140392
6461,732187328
6462,732401028
6463,1646697566
6464,732187328
6465,1648648995
6466,732187328
6467,732187328
6468,732401028
6469,1646697023
6470,732187328
6471,732187328
6472,13352855428
6473,1648648995
6474,1646744086
6475,732187328
6476,732187328
6477,13352768128
6478,1646744098
6479,1646744098
6480,1646744098
6481,1783520608
6482,1042446162
6483,732187328
6484,732187328
6485,732187349
6486,732187328
6487,732187328
6488,732187355
6489,1648648995
6490,732187328
6491,1648648995
6492,1648648995
6493,1648648995
6494,732187328
6495,732187328
6496,732187349
6497,1646697566
6498,732187328
6499,732187328
6500,732187328
6501,1648648995
6502,1648648995
6503,732187328
6504,1648181434
6505,732187328
6506,732187328
6507,732187328
6508,13352855425
6509,732187328
6510,1648648995
6511,732187328
6512,13352768134
6513,732187328
6514,1648648995
6515,1648648995
6516,732187328
6517,732401028
6518,732187355
6519,732187355
6520,732401028
6521,12119304880
6522,1648648995
6523,1648648995
6524,732187328
6525,1724235562
6526,732187328
6527,732187328
6528,1646697566
6529,732187328
6530,732187328
6531,1648648995
6532,1648648995
6533,732187328
6534,1648648995
6535,1646697566
6536,732187328
6537,732187328
6538,1648648995
6539,732187328
6540,732187328
6541,732187328
6542,1783520608
6543,1648648995
6544,732187328
6545,732187328
6546,1648648995
6547,732187349
6548,1648648995
6549,732187328
6550,732187328
6551,732187328
6552,1646697023
6553,1042446156
6554,1691163013
6555,732187328
6556,1648648995
6557,732187328
6558,732187328
6559,1648648995
6560,732187328
6561,732187328
6562,732187328
6563,732187328
6564,1042446156
6565,732187328
6566,732187328
6567,732187328
6568,732187328
6569,732187355
6570,1648648995
6571,732187328
6572,732401028
6573,732187328
6574,1648648995
6575,732187355
6576,732187355
6577,732187328
6578,732401028
6579,13352855428
6580,732187328
6581,1685819696
6582,1648648995
6583,732401028
6584,732187328
6585,732187328
6586,732187328
6587,1691163013
6588,732187328
6589,1648648995
6590,732187328
6591,732187328
6592,12758678095
6593,732187328
6594,1646744098
6595,1648648995
6596,732187328
6597,732187328
6598,732187355
6599,732187328
6600,732187328
6601,1691163013
6602,732187328
6603,732187328
6604,732187328
6605,732187328
6606,732187328
6607,732187328
6608,732187355
6609,1439144636
6610,1646697023
6611,732187328
6612,732187328
6613,13352855428
6614,732187328
6615,732187328
6616,732187355
6617,732187328
6618,1648648995
6619,732187328
6620,732187355
6621,732187328
6622,1648648995
6623,732187328
6624,1486016055
6625,732187328
6626,732187328
6627,732187328
6628,732187328
6629,732187328
6630,732187349
6631,1486016055
6632,1648648995
6633,732187328
6634,732187349
6635,732187349
6636,1646697023
6637,1648648995
6638,732187355
6639,732187328
6640,732187328
6641,1648648995
6642,1648648995
6643,1646697566
6644,732187328
6645,732187328
6646,732187328
6647,732187328
6648,1648648995
6649,732187328
6650,732187349
6651,1648648995
6652,1648648995
6653,732187328
6654,12758678095
6655,1648648995
6656,1648648995
6657,732187328
6658,1648648995
6659,1648648995
6660,732401028
6661,732187328
6662,732187328
6663,1648648995
6664,732187328
6665,732187328
6666,732187328
6667,1648648995
6668,732187328
6669,732187355
6670,732187328
6671,732187328
6672,732187328
6673,13352768128
6674,732187328
6675,1648648995
6676,1648648995
6677,1648648995
6678,732187328
6679,732187328
6680,1691163013
6681,1439144636
6682,732187328
6683,732187328
6684,732187328
6685,732187328
6686,732401028
6687,1648648995
6688,1648648995
6689,732187328
6690,732187328
6691,732187328
6692,732187328
6693,732187328
6694,1648648995
6695,732187328
6696,732187328
6697,732187328
6698,732187328
6699,1648648995
6700,732187328
6701,1725306945
6702,732187328
6703,1648648995
6704,1648648995
6705,732187328
6706,732187328
6707,732187328
6708,1685819708
6709,1648648995
6710,12119304874
6711,1648649016
6712,283493082
6713,1647220776
6714,1648648995
6715,12758678095
6716,732187328
6717,732187328
6718,12758678095
6719,1725352245
6720,1725352245
6721,1648648995
6722,1648648995
6723,732187328
6724,732187328
6725,732187328
6726,732187355
6727,1648648995
6728,732187328
6729,732187328
6730,732187328
6731,1685819702
6732,732187328
6733,1646697023
6734,732401028
6735,1783520608
6736,1486016055
6737,1648648995
6738,732187328
6739,732187328
6740,1042446156
6741,732401028
6742,732187328
6743,1648648995
6744,732187328
6745,732187328
6746,732401028
6747,1648648995
6748,1648648995
6749,1648648995
6750,732401028
6751,12758678095
6752,732187328
6753,1648649016
6754,732187328
6755,732187328
6756,732187328
6757,1648648995
6758,1648181896
6759,13352768128
6760,732187328
6761,1042446156
6762,1685819696
6763,732187328
6764,1648648995
6765,732187328
6766,13352768134
6767,1648648995
6768,1042446156
6769,732187355
6770,1648648995
6771,1685819708
6772,1042446156
6773,732187328
6774,1648181896
6775,1648648995
6776,732187355
6777,1440161238
6778,732187328
6779,1648649016
6780,732187328
6781,732187328
6782,732187328
6783,732187355
6784,732187328
6785,732187328
6786,1646744098
6787,1646744098
6788,12758678095
6789,732187328
6790,1648648995
6791,1724638222
6792,732187328
6793,1648648995
6794,732187328
6795,1648648995
6796,732187328
6797,1648648995
6798,732187328
6799,1648648995
6800,1648648995
6801,1439144636
6802,732187355
6803,1486016055
6804,1648648995
6805,1648648995
6806,1648648995
6807,732187328
6808,732187328
6809,1648648995
6810,732187328
6811,1648648995
6812,1648648995
6813,732187328
6814,1648648995
6815,732187328
6816,1648648995
6817,1648646316
6818,732401028
6819,1648648995
6820,732187328
6821,1042446156
6822,732187328
6823,10584328479
6824,732401028
6825,732187328
6826,732401028
6827,1647220776
6828,732187328
6829,732187328
6830,732187328
6831,732187328
6832,1648648995
6833,732187328
6834,1646697023
6835,732187328
6836,1685819708
6837,1646697566
6838,732187355
6839,732187328
6840,1648648995
6841,1647220776
6842,732187340
6843,732187328
6844,1042446156
6845,1648648995
6846,732187328
6847,732187328
6848,1724235562
6849,732187328
6850,1646697566
6851,732187328
6852,732187328
6853,1648648995
6854,732187328
6855,13352855428
6856,732187328
6857,732187328
6858,13352855428
6859,732187328
6860,732187328
6861,732187328
6862,1648650846
6863,732187328
6864,1648650846
6865,732187328
6866,1648648995
6867,10584328479
6868,732187328
6869,732187355
6870,732187328
6871,1646697566
6872,732187328
6873,732187328
6874,1646697566
6875,732187328
6876,1042446156
6877,732187355
6878,1648648995
6879,732187328
6880,732187328
6881,1648650846
6882,732187328
6883,1648648995
6884,1783520608
6885,732187328
6886,732401031
6887,732187355
6888,732187355
6889,1646744086
6890,732187328
6891,732187328
6892,10584328479
6893,10584328479
6894,1648648995
6895,732187355
6896,1646697020
6897,732187349
6898,1648649016
6899,732187328
6900,1648648995
6901,1042446156
6902,732187328
6903,732187328
6904,1648648995
6905,1648648995
6906,1042446156
6907,732401028
6908,732187328
6909,1648646316
6910,732187328
6911,1646697023
6912,1685819699
6913,1648649016
6914,1648646316
6915,732187355
6916,732401028
6917,732187328
6918,732187328
6919,732401028
6920,732187328
6921,1725352245
6922,1648649016
6923,732187328
6924,1648648995
6925,1647220776
6926,1648649016
6927,1648649016
6928,1648649016
6929,1648649016
6930,1725352245
6931,1646697566
6932,1648648995
6933,1648648995
6934,732187328
6935,732187355
6936,1042446156
6937,732187328
6938,1648648995
6939,732187328
6940,732401028
6941,732187328
6942,732187328
6943,732187328
6944,732187355
6945,1648648995
6946,1042446156
6947,732401028
6948,732401028
6949,1646697023
6950,1724235562
6951,10584328479
6952,1648648995
6953,732401028
6954,732187328
6955,732187328
6956,1042446156
6957,1648648995
6958,732187328
6959,732187328
6960,12758678095
6961,732187328
6962,732187328
6963,1648140392
6964,1648648995
6965,1648181896
6966,732187328
6967,1648648995
6968,1042446156
6969,732187328
6970,1648181896
6971,1042446156
6972,732187328
6973,732187328
6974,732187328
6975,12758678095
6976,732187328
6977,1648648995
6978,732187328
6979,732187328
6980,732187328
6981,1648648995
6982,1685819702
6983,1725352245
6984,732187328
6985,1646697023
6986,1486016055
6987,732187328
6988,732187328
6989,732187355
6990,1648648995
6991,732187328
6992,1724638222
6993,732187328
6994,732187328
6995,732187328
6996,2083803500
6997,732401028
6998,732187328
6999,1042446156
7000,732187328
7001,732187328
7002,1648648995
7003,732401028
7004,732187328
7005,1648646316
7006,1724638222
7007,732187328
7008,1648181896
7009,12119304880
7010,1054206170
7011,1648648995
7012,732187328
7013,1725352245
7014,1685819696
7015,1042446156
7016,732187328
7017,1725352245
7018,732187328
7019,732187328
7020,732401028
7021,1648650846
7022,1054206170
7023,732401028
7024,1646697020
7025,1648648995
7026,1648648995
7027,1648648995
7028,13352768128
7029,1648648995
7030,13352855428
7031,1646744098
7032,1648646316
7033,1646697566
7034,1648648995
7035,732187328
7036,13352855434
7037,732187328
7038,732187328
7039,732187355
7040,732187328
7041,732187328
7042,1646697023
7043,1648648995
7044,732187328
7045,732401028
7046,1685819696
7047,13352855428
7048,12119304874
7049,732401028
7050,1648648995
7051,1725306945
7052,1685819699
7053,1691163013
7054,732401028
7055,1648181437
7056,10584328479
7057,732187328
7058,1042446156
7059,1646697566
7060,1439144636
7061,1648650846
7062,1646697566
7063,732187328
7064,1648648995
7065,1054206170
7066,732187328
7067,1648648995
7068,1648649016
7069,1648648995
7070,732187328
7071,732187349
7072,1648648995
7073,1439144633
7074,13352855428
7075,1042446156
7076,1685819708
7077,732401028
7078,732187328
7079,732187328
7080,13352855434
7081,1648140647
7082,1690173975
7083,1647220776
7084,1648648995
7085,13352855428
7086,1648646316
7087,2083803500
7088,1648648995
7089,1648181896
7090,12758678095
7091,1648648995
7092,1648181896
7093,12758678107
7094,283688291
7095,732187328
7096,732187328
7097,1648648995
7098,732187328
7099,732187328
7100,1647220776
7101,732187328
7102,1648140362
7103,1042446162
7104,10584328479
7105,1439144636
7106,1648648995
7107,732187328
7108,1648648995
7109,1648648995
7110,1648648995
7111,1042446156
7112,1648649016
7113,1648181896
7114,1648649016
7115,1648646316
7116,13352855434
7117,1685819696
7118,1648648995
7119,1042446156
7120,732187328
7121,732187355
7122,732187328
7123,1439144636
7124,283688291
7125,732401028
7126,1648648995
7127,1648648995
7128,1648181896
7129,1648140227
7130,1042446156
7131,732187328
7132,12758678095
7133,732187328
7134,1648646316
7135,732187328
7136,732187328
7137,1648649016
7138,732187328
